Secteur,Ville,Boite de vitesses,Type de carburant,Marque,Modele,Nombre de portes,Origine,Premiere main,Puissance fiscale,Etat,log_price (en milliers MAD),Kilometrage lisse (en milliers km),Age (annees)
autre secteur,benslimane,Manuelle,Diesel,ssangyong,Others,5,WW au Maroc,True,12,Excellent,4.442651256490317,228.24311327817213,20
ben m'sick,casablanca,Manuelle,Essence,renault,megane,5,WW au Maroc,True,9,Excellent,3.8501476017100584,227.49695334546644,20
branes 1,tanger,Automatique,Diesel,volvo,xc60,5,WW au Maroc,True,8,Excellent,5.10594547390058,221.30154481885415,10
sidi bernoussi,casablanca,Automatique,Diesel,bmw,x3,5,Importée neuve,True,8,Excellent,5.521460917862246,192.33587148208355,10
hay mohammadi,casablanca,Manuelle,Diesel,bmw,série 5,5,WW au Maroc,True,10,Bon,4.382026634673881,2.1605553687620804,20
centre,el jadida,Manuelle,Essence,volkswagen,polo,5,WW au Maroc,False,6,Très bon,4.795790545596741,29.064683065521805,7
toute la ville,larache,Manuelle,Diesel,nissan,qashqai,5,WW au Maroc,True,6,Très bon,4.718498871295094,278.0802361330143,14
riad toulal,meknès,Manuelle,Diesel,opel,insignia,5,WW au Maroc,True,8,Très bon,4.406719247264253,225.364339985022,14
Others,el jadida,Manuelle,Diesel,ford,Others,3,WW au Maroc,False,9,Très bon,4.499809670330265,6.624898049592853,13
sidi bernoussi,casablanca,Manuelle,Diesel,volkswagen,passat cc,5,Importée neuve,True,8,Très bon,4.836281906951478,223.98051402801931,14
aïn chock,casablanca,Manuelle,Essence,volkswagen,golf 6,5,WW au Maroc,False,6,Excellent,4.356708826689592,144.1841428291495,15
souissi,rabat,Manuelle,Diesel,volkswagen,golf 7,5,Dédouanée,True,8,Excellent,5.147494476813453,270.8651631369264,10
achennad,tanger,Manuelle,Diesel,peugeot,Others,5,WW au Maroc,True,6,Excellent,4.8283137373023015,22.957909281497884,9
sala el jadida,salé,Manuelle,Diesel,hyundai,ix35,5,WW au Maroc,False,7,Excellent,5.0106352940962555,140.37101849881643,10
afaq,marrakech,Manuelle,Diesel,fiat,500,3,WW au Maroc,True,5,Très bon,4.174387269895637,138.10426478789978,16
bab fès,kénitra,Manuelle,Diesel,kia,sorento,5,WW au Maroc,True,8,Excellent,4.406719247264253,197.92129533838116,17
mabrouka,marrakech,Manuelle,Diesel,ford,kuga,5,WW au Maroc,True,8,Très bon,5.0689042022202315,186.44093330593626,9
Others,casablanca,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,True,6,Excellent,4.543294782270004,162.94165932452606,11
bir rami,kénitra,Automatique,Diesel,citroen,berlingo,5,WW au Maroc,False,7,Excellent,4.07753744390572,270.27318277556196,18
Others,rabat,Manuelle,Essence,suzuki,maruti,5,WW au Maroc,True,5,Très bon,3.2188758248682006,85.6131094646014,18
centre,fès,Manuelle,Diesel,nissan,juke,5,WW au Maroc,True,6,Excellent,4.867534450455582,98.12965281877928,8
m'hamid,marrakech,Manuelle,Essence,dacia,sandero,5,WW au Maroc,False,8,Excellent,3.912622825500114,132.94259637308485,12
ain atig,temara,Manuelle,Essence,chery,qq,5,WW au Maroc,True,5,Très bon,3.367295829986474,11.64809814169297,18
Others,fès,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,7,Excellent,4.56954300834494,20.308217216439285,8
Others,agadir,Manuelle,Diesel,peugeot,301,5,WW au Maroc,False,6,Excellent,4.653960350157523,138.06369127607698,6
hay chmaou,salé,Manuelle,Essence,hyundai,atos,5,WW au Maroc,True,6,Bon,3.6888794541139363,196.39094037608902,20
harhoura,temara,Manuelle,Diesel,citroen,c3,5,WW au Maroc,True,6,Très bon,4.77912349311153,85.84154869161542,7
centre ville,agadir,Automatique,Hybride,hyundai,Others,5,WW au Maroc,False,8,Excellent,5.703782474656201,80.08833383814336,3
ain atig,temara,Automatique,Diesel,citroen,c5,5,WW au Maroc,True,8,Très bon,4.31748811353631,270.9643282375063,16
narjis,fès,Manuelle,Diesel,jeep,renegade,5,WW au Maroc,True,6,Excellent,5.123963979403259,57.920596658572975,7
toute la ville,béni mellal,Automatique,Diesel,mercedes-benz,250,5,Dédouanée,False,10,Très bon,3.871201010907891,101.27934423553327,27
allal el fassi,marrakech,Manuelle,Essence,fiat,Others,5,WW au Maroc,False,8,Très bon,3.4657359027997265,111.90094975499792,14
aïn diab,casablanca,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,False,6,Excellent,4.770684624465665,101.6085056497522,9
centre ville,agadir,Manuelle,Diesel,nissan,qashqai,5,WW au Maroc,False,6,Excellent,5.159055299214529,107.43158306318006,8
toute la ville,azrou,Manuelle,Essence,ford,fiesta,5,WW au Maroc,False,6,Excellent,3.8501476017100584,121.28477985055952,18
toute la ville,ben guerir,Manuelle,Diesel,renault,fluence,5,WW au Maroc,False,6,Très bon,4.68213122712422,7.878115806398835,13
agadir oufella,agadir,Manuelle,Essence,peugeot,Others,5,Dédouanée,True,10,Très bon,4.127134385045092,159.81839863854745,17
Others,kénitra,Manuelle,Essence,dacia,dokker,5,WW au Maroc,True,5,Très bon,4.90527477843843,147.31106765787,8
Others,kénitra,Manuelle,Diesel,renault,megane,5,WW au Maroc,True,7,Excellent,3.6888794541139363,9.165863668555248,27
allal el fassi,marrakech,Manuelle,Essence,renault,clio,5,WW au Maroc,True,6,Très bon,4.532599493153256,102.29433489137531,8
toute la ville,el kelâa des sraghna,Automatique,Diesel,bmw,série 5,5,Dédouanée,False,8,Excellent,5.3471075307174685,17.5541455467133,10
Others,kénitra,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,5,Excellent,5.10594547390058,27.113485275770568,2
ain sebaa,casablanca,Manuelle,Diesel,fiat,tipo,5,WW au Maroc,True,6,Très bon,4.867534450455582,122.219215112803,7
allal el fassi,marrakech,Manuelle,Essence,renault,clio,5,WW au Maroc,True,6,Très bon,4.532599493153256,94.39108749298661,8
autre secteur,meknès,Automatique,Diesel,hyundai,creta,5,WW au Maroc,False,7,Très bon,5.19295685089021,164.02630052656778,8
Others,marrakech,Manuelle,Essence,peugeot,301,5,WW au Maroc,True,6,Bon,4.174387269895637,17.349633786102665,9
2 mars,casablanca,Manuelle,Diesel,bmw,série 1,5,WW au Maroc,True,9,Très bon,4.553876891600541,186.6076645683497,14
autre secteur,tétouan,Manuelle,Diesel,renault,megane,5,WW au Maroc,True,7,Bon,4.007333185232471,32.65564628738011,22
aïn borja,casablanca,Automatique,Diesel,kia,sportage,5,WW au Maroc,True,8,Très bon,4.941642422609304,126.90967826443558,14
sidi othmane,casablanca,Manuelle,Diesel,ford,fiesta,5,WW au Maroc,True,6,Très bon,4.584967478670572,160.54900169624491,8
autre secteur,agadir,Manuelle,Diesel,renault,megane,5,Dédouanée,True,6,Excellent,4.31748811353631,423.8524989422227,18
toute la ville,youssoufia,Automatique,Diesel,hyundai,tucson,5,Importée neuve,False,7,Bon,5.3471075307174685,109.1648944882298,8
daoudiate,marrakech,Manuelle,Diesel,nissan,micra,5,WW au Maroc,True,6,Très bon,4.90527477843843,8.215161344092772,5
wilaya,tétouan,Automatique,Diesel,dacia,duster,5,WW au Maroc,False,7,Excellent,5.220355825078324,119.21368594490211,5
centre ville,tanger,Automatique,Diesel,bmw,x5,5,WW au Maroc,False,10,Excellent,5.517452896464707,187.48546829607068,10
Others,kénitra,Automatique,Essence,dacia,duster,5,WW au Maroc,True,5,Excellent,5.3471075307174685,72.63783544456864,3
massira 2,marrakech,Manuelle,Essence,hyundai,i10,5,WW au Maroc,True,6,Très bon,4.248495242049359,135.0368653151673,12
ville verte,bouskoura,Automatique,Diesel,volkswagen,touareg,5,WW au Maroc,False,12,Excellent,5.752572638825633,220.38838560707316,7
aïn borja,casablanca,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,7,Très bon,4.31748811353631,23.48104517473964,11
el haouzia,kénitra,Manuelle,Diesel,renault,clio,5,WW au Maroc,True,6,Excellent,4.890349128221754,148.07744428473012,4
belvédère,casablanca,Automatique,Diesel,hyundai,ix35,5,WW au Maroc,True,8,Excellent,5.043425116919247,140.47259053245207,11
autre secteur,tétouan,Manuelle,Diesel,renault,megane,5,WW au Maroc,True,7,Bon,4.007333185232471,321.03490846023885,22
centre,fès,Manuelle,Diesel,volkswagen,polo,5,WW au Maroc,True,5,Très bon,4.553876891600541,177.98032681227778,13
toute la ville,azrou,Manuelle,Diesel,peugeot,partner,5,WW au Maroc,True,7,Excellent,4.174387269895637,181.78170376580306,25
azib derai,safi,Manuelle,Essence,chevrolet,spark,5,WW au Maroc,True,5,Très bon,3.6375861597263857,199.9799901897948,19
hay al hassani,marrakech,Manuelle,Diesel,peugeot,508,5,WW au Maroc,False,6,Très bon,4.406719247264253,276.8904894996351,12
quartier de l'océan,rabat,Automatique,Diesel,volkswagen,touareg,5,WW au Maroc,True,10,Bon,4.553876891600541,190.08205544353632,16
hay nahda,rabat,Manuelle,Diesel,renault,fluence,5,WW au Maroc,True,6,Très bon,4.532599493153256,227.58584225109797,13
Others,essaouira,Manuelle,Diesel,dacia,logan,5,WW au Maroc,True,7,Très bon,4.0943445622221,4.044448684236947,16
Others,temara,Manuelle,Diesel,peugeot,308,5,WW au Maroc,True,6,Excellent,4.787491742782046,190.53672516364887,9
aïn chock,casablanca,Manuelle,Diesel,volkswagen,jetta,5,WW au Maroc,False,8,Très bon,5.19295685089021,62.593842413072146,7
agdal,fès,Manuelle,Diesel,dacia,logan,5,Dédouanée,True,6,Excellent,4.584967478670572,112.73143966294933,8
agdal,rabat,Manuelle,Diesel,audi,q3,5,Dédouanée,True,8,Très bon,5.41610040220442,196.04578516009673,9
hay essalam,el jadida,Manuelle,Diesel,Others,Others,5,WW au Maroc,False,9,Excellent,5.247024072160486,13.230929365098934,1
hay mohammadi,agadir,Manuelle,Diesel,opel,astra,5,WW au Maroc,False,7,Excellent,4.770684624465665,185.7790306244994,10
Others,marrakech,Manuelle,Diesel,nissan,qashqai,5,Dédouanée,False,6,Très bon,5.10594547390058,148.89691550364842,12
essalam,dakhla,Manuelle,Essence,renault,megane,5,WW au Maroc,True,9,Bon,3.2188758248682006,222.04770375819209,28
2 mars,casablanca,Manuelle,Diesel,alfa romeo,giulietta,5,WW au Maroc,True,6,Très bon,4.605170185988092,22.882722605919263,13
hay mohammadi,casablanca,Manuelle,Diesel,peugeot,208,5,Dédouanée,True,20,Excellent,4.955827057601261,115.06981267474569,5
ain sebaa,casablanca,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,False,6,Excellent,4.736198448394496,226.5816456629494,6
tilila,agadir,Manuelle,Diesel,renault,clio,5,WW au Maroc,True,6,Bon,4.174387269895637,274.56437842497087,18
aïn chock,casablanca,Manuelle,Diesel,ford,focus,5,WW au Maroc,True,6,Très bon,4.74493212836325,196.2050129061717,12
Others,safi,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,True,6,Très bon,4.812184355372417,88.72341347732085,6
narjis,fès,Manuelle,Diesel,volkswagen,polo,5,WW au Maroc,True,8,Très bon,3.8501476017100584,229.5610848856279,24
hay riad,rabat,Automatique,Diesel,volvo,s60,5,Importée neuve,True,10,Excellent,4.356708826689592,227.7419277009276,18
toute la ville,asilah,Manuelle,Diesel,hyundai,accent,5,WW au Maroc,True,6,Très bon,4.007333185232471,23.18707964078851,20
toute la ville,laâyoune,Manuelle,Essence,peugeot,206,5,WW au Maroc,True,8,Bon,3.4965075614664802,160.9868543665766,24
aïn chock,casablanca,Automatique,Diesel,land rover,range rover evoque,5,WW au Maroc,False,6,Excellent,5.598421958998375,186.85353859764422,7
Others,safi,Manuelle,Diesel,skoda,octavia,5,Importée neuve,False,8,Très bon,4.867534450455582,191.19083306609465,11
hay riad,fès,Manuelle,Diesel,renault,clio,5,WW au Maroc,True,6,Excellent,4.5217885770490405,184.27533118960002,8
anahda,agadir,Manuelle,Diesel,fiat,uno,5,WW au Maroc,False,6,Excellent,3.091042453358316,155.24911489559022,29
toute la ville,taza,Manuelle,Essence,renault,super 5,5,Dédouanée,True,6,Excellent,3.091042453358316,155.88961229871464,31
autre secteur,tétouan,Manuelle,Essence,chevrolet,spark,5,WW au Maroc,True,4,Très bon,4.0943445622221,104.07326486554322,11
toute la ville,taza,Manuelle,Diesel,mercedes-benz,220,5,Dédouanée,False,9,Excellent,5.0106352940962555,322.7920717673906,13
autre secteur,fès,Manuelle,Diesel,dacia,logan,5,WW au Maroc,True,6,Excellent,4.189654742026425,228.6696571375723,17
centre ville,agadir,Automatique,Hybride,toyota,c-hr,5,WW au Maroc,False,9,Excellent,5.3471075307174685,60.51354007422958,4
autre secteur,meknès,Manuelle,Diesel,renault,kangoo,5,WW au Maroc,True,7,Excellent,4.363098624788363,424.3016433916582,13
centre ville,marrakech,Automatique,Diesel,jeep,grand cherokee,5,WW au Maroc,False,12,Excellent,5.288267030694535,101.66242638656918,8
centre ville,casablanca,Automatique,Diesel,volkswagen,tiguan,5,WW au Maroc,True,8,Très bon,5.501258210544727,94.00715965892391,6
bettana,salé,Manuelle,Essence,honda,accord,5,WW au Maroc,True,13,Très bon,3.295836866004329,272.5976347591456,24
toute la ville,khouribga,Manuelle,Diesel,citroen,berlingo,5,Importée neuve,True,6,Excellent,4.477336814478207,31.422942729482426,16
ain sebaa,casablanca,Manuelle,Diesel,renault,megane,5,WW au Maroc,False,6,Très bon,4.927253685157205,166.10096577772316,8
el youssoufia,rabat,Manuelle,Diesel,volkswagen,touran,5,Dédouanée,True,6,Excellent,4.867534450455582,222.07117078586197,15
centre ville,nador,Manuelle,Diesel,mercedes-benz,Others,5,Importée neuve,True,11,Très bon,3.8501476017100584,323.2353472016288,29
toute la ville,Others,Automatique,Diesel,nissan,qashqai,5,Importée neuve,True,6,Excellent,5.075173815233827,179.27315833272314,10
ain sebaa,casablanca,Manuelle,Diesel,renault,megane,5,WW au Maroc,False,6,Très bon,4.927253685157205,167.13078723087042,8
centre ville,oujda,Manuelle,Diesel,opel,combo,5,Importée neuve,False,6,Très bon,4.997212273764115,3.0797524028103576,6
route de tamansourt,marrakech,Manuelle,Diesel,kia,sorento,5,WW au Maroc,True,10,Excellent,4.0943445622221,222.32281785230842,17
tanger city center,tanger,Automatique,Diesel,volkswagen,golf 7,5,Importée neuve,True,8,Très bon,5.298317366548036,134.39757062277857,11
wislane,meknès,Manuelle,Diesel,kia,rio,5,WW au Maroc,True,6,Bon,4.143134726391533,224.82621655453747,17
ain el hayani,tanger,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,False,6,Endommagé,4.762173934797756,150.90170115921882,8
la colline,mohammedia,Manuelle,Essence,peugeot,306,5,WW au Maroc,True,8,Neuf,3.258096538021482,320.5136297035282,23
toute la ville,guelmim,Manuelle,Diesel,toyota,rav 4,5,Dédouanée,True,8,Bon,4.382026634673881,327.381414796075,23
toute la ville,laâyoune,Manuelle,Diesel,toyota,hilux,5,WW au Maroc,True,10,Excellent,5.598421958998375,116.60915743628446,4
hamria,meknès,Manuelle,Diesel,mercedes-benz,Others,5,Importée neuve,True,11,Très bon,3.8501476017100584,329.08139834472,29
zouagha,fès,Manuelle,Diesel,peugeot,308,5,WW au Maroc,True,6,Très bon,4.477336814478207,225.16565739887486,17
hay essalam,el jadida,Manuelle,Essence,volkswagen,polo,5,WW au Maroc,True,6,Très bon,4.8283137373023015,105.81791813779145,5
autre secteur,casablanca,Automatique,Hybride,toyota,c-hr,5,WW au Maroc,False,4,Très bon,5.393627546352362,105.22527706339457,4
toute la ville,salé,Manuelle,Diesel,peugeot,308,5,WW au Maroc,False,7,Excellent,4.867534450455582,130.91146808174875,8
centre ville,temara,Manuelle,Diesel,peugeot,partner,5,WW au Maroc,True,7,Excellent,4.127134385045092,429.72533903342133,16
ouled arfa,kénitra,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Excellent,4.248495242049359,21.709416609425954,13
m'hamid,marrakech,Manuelle,Diesel,ssangyong,Others,5,WW au Maroc,False,6,Très bon,5.043425116919247,325.37084942163784,9
allal el fassi,marrakech,Automatique,Diesel,volkswagen,passat,5,WW au Maroc,True,8,Excellent,5.480638923341991,94.73077364859525,7
achennad,tanger,Manuelle,Diesel,volkswagen,polo,5,WW au Maroc,True,8,Bon,3.828641396489095,328.8122462451827,20
ben souda,fès,Manuelle,Diesel,renault,laguna,5,Importée neuve,True,8,Très bon,4.406719247264253,25.512683921890492,16
sala el jadida,salé,Manuelle,Diesel,opel,astra,5,WW au Maroc,True,7,Excellent,4.770684624465665,184.12810679595395,11
toute la ville,al hoceima,Manuelle,Diesel,toyota,hilux,3,WW au Maroc,True,7,Très bon,5.075173815233827,178.22923555244023,12
aïn chock,casablanca,Manuelle,Essence,honda,civic,5,WW au Maroc,True,9,Bon,3.6109179126442243,89.07535918121671,24
toute la ville,Others,Manuelle,Diesel,volkswagen,golf 5,5,WW au Maroc,True,9,Excellent,4.442651256490317,229.93356189317313,21
marjane,tanger,Manuelle,Diesel,volkswagen,golf 6,5,Dédouanée,True,8,Bon,4.584967478670572,221.69109766456535,16
autre secteur,nador,Manuelle,Essence,chevrolet,optra,5,WW au Maroc,True,9,Correct,3.4657359027997265,377.3822199312193,17
toute la ville,Others,Manuelle,Diesel,opel,crossland,5,Importée neuve,True,6,Excellent,4.990432586778736,86.38642956531072,5
toute la ville,khénifra,Manuelle,Diesel,renault,express,5,WW au Maroc,False,6,Très bon,5.1647859739235145,24.443564860895975,3
hay nahda,rabat,Manuelle,Diesel,renault,clio,5,WW au Maroc,False,6,Excellent,4.955827057601261,96.98745769107845,4
hay riad,rabat,Manuelle,Essence,fiat,500,3,WW au Maroc,True,5,Très bon,4.442651256490317,8.985304076739025,11
toute la ville,tinghir,Manuelle,Diesel,ford,focus,5,WW au Maroc,False,6,Très bon,5.075173815233827,274.1929200537581,8
aïn diab,casablanca,Automatique,Diesel,fiat,500x,5,WW au Maroc,False,6,Excellent,5.342334251964811,20.650549586268788,3
sbata,meknès,Manuelle,Diesel,renault,megane,5,Dédouanée,True,7,Excellent,4.007333185232471,225.9055188899533,26
m'hamid,marrakech,Manuelle,Essence,hyundai,i10,5,WW au Maroc,False,6,Très bon,4.2626798770413155,175.45797814567888,10
Others,mohammedia,Manuelle,Diesel,fiat,tipo,5,WW au Maroc,True,5,Excellent,4.700480365792417,120.10710179521291,5
toute la ville,sidi yahya el gharb,Manuelle,Essence,renault,kangoo,5,WW au Maroc,False,7,Excellent,4.219507705176107,220.38730166419847,14
anfa,casablanca,Manuelle,Diesel,renault,clio,5,WW au Maroc,False,6,Très bon,4.844202834366088,98.8210758505543,4
mesnana,tanger,Manuelle,Diesel,toyota,rav 4,5,WW au Maroc,False,8,Très bon,4.477336814478207,221.8193334947588,18
el houda,agadir,Automatique,Diesel,renault,talisman,5,WW au Maroc,False,6,Excellent,5.41610040220442,128.9566766121197,6
anfa,casablanca,Manuelle,Essence,peugeot,206,5,WW au Maroc,True,6,Bon,3.6888794541139363,125.99365813126505,17
toute la ville,larache,Manuelle,Essence,volkswagen,gol,5,WW au Maroc,True,6,Excellent,3.5553480614894135,223.5926304063065,20
aïn borja,casablanca,Manuelle,Diesel,ford,fiesta,5,WW au Maroc,False,6,Très bon,4.74493212836325,73.11146785121575,9
achakar,tanger,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Très bon,4.700480365792417,12.245307675670347,5
centre ville,temara,Manuelle,Diesel,volkswagen,passat,5,WW au Maroc,True,8,Très bon,4.584967478670572,228.98223286106506,15
hay targa,marrakech,Manuelle,Diesel,citroen,c4,5,Importée neuve,True,6,Très bon,4.30406509320417,321.3978074284589,18
oulfa,casablanca,Manuelle,Diesel,dacia,logan,5,WW au Maroc,True,5,Très bon,4.07753744390572,327.54843378492933,13
autre secteur,rabat,Manuelle,Diesel,mitsubishi,Others,5,WW au Maroc,False,8,Excellent,4.74493212836325,229.50591666083125,14
toute la ville,salé,Manuelle,Diesel,peugeot,308,5,WW au Maroc,False,7,Excellent,4.867534450455582,134.01290727513023,8
sidi bernoussi,casablanca,Manuelle,Diesel,fiat,tipo,5,WW au Maroc,True,6,Très bon,5.552959584921617,117.80872538204663,3
autre secteur,rabat,Manuelle,Diesel,renault,fluence,5,WW au Maroc,True,6,Excellent,4.787491742782046,175.5919325735225,9
yacoub el mansour,rabat,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,False,6,Très bon,4.8283137373023015,116.87299181250899,6
aïn chock,casablanca,Manuelle,Diesel,peugeot,2008,5,WW au Maroc,False,6,Très bon,4.90527477843843,27.364834900156602,10
toute la ville,tiznit,Manuelle,Diesel,peugeot,205,5,WW au Maroc,True,6,Bon,3.6888794541139363,273.4978210462117,31
hay dakhla,agadir,Manuelle,Diesel,renault,clio,5,WW au Maroc,True,6,Excellent,4.997212273764115,153.63452021847803,4
toute la ville,el hajeb,Automatique,Diesel,audi,a6,5,Dédouanée,True,8,Très bon,4.941642422609304,326.75304806002947,15
