Age (annees),Modele,Marque,Boite de vitesses_Manuelle,Puissance fiscale,Type de carburant_Essence,Kilometrage lisse (en milliers km),Type de carburant_Diesel,Secteur,Origine_WW au Maroc,Ville,Origine_Dédouanée,Premiere main,Etat_Bon,Boite de vitesses_Automatique,Etat_Excellent,log_price (en milliers MAD)
-0.11503490707165027,i40,hyundai,0,-0.1247139067575266,0,0.8755402738505471,1,toute la ville,1,Others,0,1,0,1,0,4.787491742782046
-0.9310242916252224,508,peugeot,1,-0.6380111495352139,0,0.44484439110045015,1,hassan,1,rabat,0,1,0,0,0,5.075173815233827
-1.2030207531430799,i30,hyundai,0,-0.6380111495352139,0,0.17430941940459063,1,2 mars,1,casablanca,0,0,0,1,1,5.147494476813453
-1.3390189839020086,Others,Others,1,-0.6380111495352139,0,-0.6729490756510162,1,abdelmoumen,1,casablanca,0,0,0,0,1,4.77912349311153
0.7009544774819219,x3,bmw,0,3.4683667926862842,1,-0.163087064290586,0,el bassatine,1,meknès,0,1,0,1,1,4.56954300834494
-0.7950260608662937,octavia,skoda,1,0.38858333602016065,0,-0.4153383312739281,1,autre secteur,1,casablanca,0,0,0,0,1,5.247024072160486
-1.2030207531430799,picanto,kia,1,-1.151308392312901,1,-0.8999782764699324,0,m'hamid,1,marrakech,0,0,0,0,0,4.672828834461906
-1.0670225223841512,ateca,seat,0,0.38858333602016065,0,-0.06277828138602738,1,ain el hayani,1,tanger,0,1,0,1,1,5.652489180268651
-0.38703136858950765,megane,renault,1,-0.6380111495352139,0,0.8765706376969086,1,sidi moumen,1,casablanca,0,1,1,0,0,4.700480365792417
-1.3390189839020086,fiorino,fiat,1,-0.6380111495352139,0,-0.7309922808761282,1,abdelmoumen,1,casablanca,0,0,0,0,1,4.770684624465665
-0.659027830107365,kangoo,renault,1,-0.6380111495352139,0,-0.17435800218211278,1,autre secteur,1,temara,0,1,0,0,0,4.770684624465665
-0.7950260608662937,octavia,skoda,1,0.38858333602016065,0,-0.1330947163981094,1,autre secteur,1,agadir,0,1,0,0,1,5.181783550292085
-0.659027830107365,kangoo,renault,1,-0.1247139067575266,0,0.8015766527043431,1,toute la ville,0,tit mellil,0,0,0,0,1,4.919980925828125
-0.25103313783057896,tiguan,volkswagen,1,0.38858333602016065,0,0.3855405093168363,1,agdal,1,fès,0,1,0,0,0,5.135798437050262
0.9729509389997792,c4,citroen,1,-0.6380111495352139,0,0.31123120366494156,1,route ain chkaf,1,fès,0,1,1,0,0,4.219507705176107
-0.5230295993484363,clio,renault,1,-0.6380111495352139,0,0.3672147576531408,1,agdal,1,fès,0,0,0,0,0,4.553876891600541
0.1569615544462071,kangoo,renault,1,-1.151308392312901,0,-1.4422591473201922,1,toute la ville,1,sidi slimane,0,0,0,0,0,4.465908118654584
1.7889403235533514,palio,fiat,1,-0.6380111495352139,0,-1.1344656270440614,1,massira,0,rabat,0,1,1,0,0,3.258096538021482
